@RELATION interest

@ATTRIBUTE previousWord3 string
@ATTRIBUTE previousWord3_type string
@ATTRIBUTE previousWord2 string
@ATTRIBUTE previousWord2_type string
@ATTRIBUTE previousWord1 string
@ATTRIBUTE previousWord1_type string
@ATTRIBUTE nextWord1 string
@ATTRIBUTE nextWord1_type string
@ATTRIBUTE nextWord2 string
@ATTRIBUTE nextWord2_type string
@ATTRIBUTE nextWord3 string
@ATTRIBUTE nextWord3_type string
@ATTRIBUTE class {1,2,3,4,5,6}

@DATA
to,TO,NULL,NULL,minority,NN,NULL,NULL,rose,VBD,to,TO,5
of,IN,NULL,NULL,base,JJ,NULL,NULL,plus,CC,NULL,NULL,6
pooling,NN,of,IN,NULL,NULL,NULL,NULL,and,CC,is,VBZ,5
or,CC,reduces,VBZ,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
to,TO,raise,VB,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,NULL,NULL,higher,JJR,rates,NNS,NULL,NULL,abroad,RB,6
cut,VB,NULL,NULL,uXsX,NP,rates,NNS,NULL,NULL,as,IN,6
high,JJ,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,have,VBP,6
to,TO,postpone,VB,NULL,NULL,payments,NNS,NULL,NULL,because,IN,6
have,VBP,expressed,VBN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
of,IN,NULL,NULL,paying,VBG,NULL,NULL,on,IN,NULL,NULL,6
NULL,NULL,the,DT,insurance,NN,NULL,NULL,of,IN,NULL,NULL,5
that,IN,NULL,NULL,higher,JJR,rates,NNS,NULL,NULL,are,VBP,6
NULL,NULL,uXkX,NP,NULL,NULL,rates,NNS,NULL,NULL,may,MD,6
is,VBZ,damping,VBG,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,moved,VBD,6
NULL,NULL,west,JJ,german,JJ,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,and,CC,NULL,NULL,NULL,NULL,because,IN,NULL,NULL,6
from,IN,NULL,NULL,cash,NN,payments,NNS,NULL,NULL,X,X,6
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,to,TO,call,VB,5
have,VBP,lost,VBN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
of,IN,NULL,NULL,an,DT,rate,NN,increase,NN,NULL,NULL,6
without,IN,NULL,NULL,an,DT,rate,NN,increase,NN,NULL,NULL,6
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,NULL,NULL,working,JJ,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,a,DT,controlling,VBG,NULL,NULL,in,IN,NULL,NULL,5
that,IN,NULL,NULL,soviet,JJ,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,the,DT,best,JJS,NULL,NULL,of,IN,NULL,NULL,4
NULL,NULL,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,or,CC,NULL,NULL,payments,NNS,NULL,NULL,X,X,6
NULL,NULL,paid,VBD,NULL,NULL,NULL,NULL,on,IN,NULL,NULL,6
NULL,NULL,a,DT,security,NN,NULL,NULL,in,IN,NULL,NULL,5
be,VB,paying,VBG,NULL,NULL,NULL,NULL,on,IN,NULL,NULL,6
NULL,NULL,the,DT,mortgage,NN,deduction,NN,NULL,NULL,to,TO,6
raised,VBD,NULL,NULL,its,'PP\S',NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,recent,JJ,unwelcome,JJ,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,and,CC,NULL,NULL,obligations,NNS,NULL,NULL,resulting,VBG,6
NULL,NULL,of,IN,NULL,NULL,income,NN,NULL,NULL,earned,VBN,6
with,IN,NULL,NULL,accrued,JJ,NULL,NULL,and,CC,to,TO,6
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,and,CC,NULL,NULL,6
NULL,NULL,NULL,NULL,best,JJS,NULL,NULL,of,IN,NULL,NULL,4
reduced,VBD,NULL,NULL,its,'PP\S',NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,X,X,NULL,NULL,6
companies,NNS,NULL,NULL,equity,NN,NULL,NULL,in,IN,NULL,NULL,5
because,IN,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,will,MD,6
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,above,IN,6
information,NN,NULL,NULL,to,TO,NULL,NULL,potential,JJ,foreign,JJ,2
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,is,VBZ,only,RB,1
NULL,NULL,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,the,DT,overnight,JJ,rate,NN,NULL,NULL,on,IN,6
and,CC,NULL,NULL,engineering,NN,NULL,NULL,NULL,NULL,said,VBD,5
allowed,VBN,NULL,NULL,domestic,JJ,rates,NNS,NULL,NULL,to,TO,6
pushing,VBG,up,RP,NULL,NULL,rates,NNS,NULL,NULL,from,IN,6
NULL,NULL,in,IN,NULL,NULL,rate,NN,policy,NN,NULL,NULL,6
NULL,NULL,on,IN,NULL,NULL,rates,NNS,NULL,NULL,at,IN,6
carries,VBZ,NULL,NULL,an,DT,rate,NN,NULL,NULL,of,IN,6
NULL,NULL,and,CC,NULL,NULL,expense,NN,NULL,NULL,NULL,NULL,6
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,and,CC,6
NULL,NULL,as,IN,NULL,NULL,rates,NNS,NULL,NULL,declined,VBD,6
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
shown,VBN,NULL,NULL,more,JJR,NULL,NULL,in,IN,NULL,NULL,1
reaffirmed,VBD,NULL,NULL,its,'PP\S',NULL,NULL,in,IN,acquiring,VBG,1
in,IN,NULL,NULL,the,DT,NULL,NULL,of,IN,NULL,NULL,4
of,IN,NULL,NULL,their,'PP\S',NULL,NULL,in,IN,NULL,NULL,1
and,CC,NULL,NULL,insurance,NN,NULL,NULL,X,X,NULL,NULL,5
NULL,NULL,as,IN,NULL,NULL,rates,NNS,NULL,NULL,fell,VBD,6
NULL,NULL,its,'PP\S',net,JJ,margin,NN,NULL,NULL,NULL,NULL,6
NULL,NULL,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,IN,6
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
manipulates,VBZ,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,X,X,6
traces,VBZ,NULL,NULL,his,'PP\S',NULL,NULL,in,IN,reforming,VBG,1
NULL,NULL,moderate,JJ,long-term,JJ,rates,NNS,NULL,NULL,X,X,6
raise,VB,NULL,NULL,short-term,JJ,rates,NNS,NULL,NULL,for,IN,6
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,once,IN,6
by,IN,NULL,NULL,raising,VBG,rates,NNS,NULL,NULL,high,JJ,6
and,CC,NULL,NULL,low,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
of,IN,NULL,NULL,short-term,JJ,rate,NN,futures,NNS,NULL,NULL,6
NULL,NULL,in,IN,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,NULL,NULL,higher,JJR,rates,NNS,NULL,NULL,hurt,VBP,6
NULL,NULL,plus,CC,NULL,NULL,payments,NNS,NULL,NULL,X,X,6
by,IN,NULL,NULL,lowering,VBG,rates,NNS,NULL,NULL,just,RB,6
NULL,NULL,that,IN,NULL,NULL,rates,NNS,NULL,NULL,would,MD,6
or,CC,if,IN,NULL,NULL,rates,NNS,NULL,NULL,rise,VBP,6
expects,VBZ,NULL,NULL,the,DT,rate,NN,NULL,NULL,on,IN,6
NULL,NULL,NULL,NULL,real,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,a,DT,growing,VBG,NULL,NULL,by,IN,NULL,NULL,1
protect,VB,NULL,NULL,its,'PP\S',NULL,NULL,and,CC,has,VBZ,4
in,IN,NULL,NULL,the,DT,NULL,NULL,of,IN,NULL,NULL,4
mrX,NP,sandner,NP,'\'s',POS,NULL,NULL,in,IN,NULL,NULL,5
his,'PP\S',NULL,NULL,indirect,JJ,NULL,NULL,in,IN,NULL,NULL,5
allow,VB,NULL,NULL,any,DT,NULL,NULL,NULL,NULL,i,PP,4
its,'PP\S',NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
least,JJS,an,DT,equity,NN,NULL,NULL,in,IN,NULL,NULL,5
pursue,VB,NULL,NULL,other,JJ,NULL,NULL,X,X,NULL,NULL,3
and,CC,NULL,NULL,community,NN,NULL,NULL,NULL,NULL,including,VBG,3
and,CC,NULL,NULL,japanese,JJ,rates,NNS,NULL,NULL,will,MD,6
to,TO,NULL,NULL,lower,VB,rates,NNS,NULL,NULL,to,TO,6
NULL,NULL,west,JJ,german,JJ,rates,NNS,NULL,NULL,X,X,6
that,IN,NULL,NULL,uXsX,NP,rates,NNS,NULL,NULL,are,VBP,6
will,MD,increase,VB,NULL,NULL,rates,NNS,NULL,NULL,significantly,RB,6
has,VBZ,suspended,VBN,NULL,NULL,payments,NNS,NULL,NULL,on,IN,6
of,IN,NULL,NULL,possible,JJ,NULL,NULL,by,IN,NULL,NULL,1
NULL,NULL,so,RB,his,'PP\S',NULL,NULL,would,MD,'n\'t',RB,1
NULL,NULL,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,climbed,VBD,6
steers,VBZ,NULL,NULL,market,NN,rates,NNS,NULL,NULL,NULL,NULL,6
in,IN,NULL,NULL,uXkX,NP,rates,NNS,NULL,NULL,X,X,6
the,DT,government,NN,'\'s',POS,NULL,NULL,was,VBD,served,VBN,4
NULL,NULL,their,'PP\S',common,JJ,NULL,NULL,in,IN,cutting,VBG,4
have,VBP,expressed,VBN,NULL,NULL,NULL,NULL,X,X,NULL,NULL,1
NULL,NULL,and,CC,NULL,NULL,reduction,NN,options,NNS,NULL,NULL,6
not,RB,of,IN,NULL,NULL,NULL,NULL,NULL,NULL,on,IN,6
currently,RB,paying,VBG,NULL,NULL,NULL,NULL,on,IN,NULL,NULL,6
and,CC,NULL,NULL,minority,NN,NULL,NULL,NULL,NULL,or,CC,5
for,IN,NULL,NULL,minority,NN,NULL,NULL,totaled,VBD,NULL,NULL,5
by,IN,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,and,CC,6
NULL,NULL,any,DT,takeover,NN,NULL,NULL,in,IN,NULL,NULL,1
on,IN,NULL,NULL,net,JJ,margins,NNS,NULL,NULL,NULL,NULL,6
period,NN,'\'s',POS,net,JJ,margin,NN,NULL,NULL,narrowed,VBD,6
NULL,NULL,any,DT,possible,JJ,NULL,NULL,in,IN,marketing,VBG,1
NULL,NULL,american,NP,'\'s',POS,NULL,NULL,in,IN,NULL,NULL,1
of,IN,NULL,NULL,the,DT,NULL,NULL,of,IN,NULL,NULL,1
capitalize,VB,on,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
been,VBN,attracting,VBG,NULL,NULL,NULL,NULL,from,IN,NULL,NULL,1
and,CC,holds,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
protecting,VBG,NULL,NULL,their,'PP\S',NULL,NULL,X,X,NULL,NULL,4
of,IN,NULL,NULL,an,DT,NULL,NULL,in,IN,NULL,NULL,5
to,TO,lower,VB,NULL,NULL,costs,NNS,NULL,NULL,significantly,RB,6
mrX,NP,fu,NP,'\'s',POS,NULL,NULL,in,IN,NULL,NULL,1
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
possible,JJ,mark,NP,iv,NP,NULL,NULL,NULL,NULL,NULL,NULL,1
plus,CC,accrued,JJ,NULL,NULL,NULL,NULL,to,TO,NULL,NULL,6
NULL,NULL,has,VBZ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
have,VBP,NULL,NULL,research,NN,NULL,NULL,in,IN,NULL,NULL,3
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,will,MD,be,VB,6
with,IN,NULL,NULL,current,JJ,bonds,NNS,NULL,NULL,due,JJ,6
NULL,NULL,NULL,NULL,current,JJ,bonds,NNS,NULL,NULL,tentatively,RB,6
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,RB,6
NULL,NULL,their,'PP\S',best,JJS,NULL,NULL,NULL,NULL,NULL,NULL,4
NULL,NULL,sparking,VBG,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
rise,VBP,when,WRB,NULL,NULL,rates,NNS,NULL,NULL,fall,VBP,6
drop,VB,as,IN,NULL,NULL,rates,NNS,NULL,NULL,soared,VBD,6
with,IN,NULL,NULL,an,DT,rate,NN,NULL,NULL,NULL,NULL,6
NULL,NULL,NULL,NULL,NULL,NULL,payments,NNS,NULL,NULL,and,CC,6
NULL,NULL,the,DT,annual,JJ,payments,NNS,NULL,NULL,were,VBD,6
meant,VBN,NULL,NULL,smaller,JJR,payments,NNS,NULL,NULL,NULL,NULL,6
should,MD,lower,VB,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,NULL,NULL,the,DT,NULL,NULL,from,IN,NULL,NULL,6
let,VB,NULL,NULL,uXsX,NP,rates,NNS,NULL,NULL,slip,VB,6
combined,VBN,foreign,JJ,voting,NN,NULL,NULL,ca,MD,'n\'t',RB,5
NULL,NULL,over,IN,NULL,NULL,rates,NNS,NULL,NULL,and,CC,6
NULL,NULL,uXkX,NP,NULL,NULL,rates,NNS,NULL,NULL,will,MD,6
NULL,NULL,his,'PP\S',best,JJS,NULL,NULL,NULL,NULL,NULL,NULL,4
to,TO,NULL,NULL,minority,NN,NULL,NULL,rose,VBD,to,TO,5
its,'PP\S',majority-held,JJ,bank,NN,NULL,NULL,contributed,VBD,to,TO,5
NULL,NULL,that,IN,open,JJ,NULL,NULL,in,IN,NULL,NULL,5
the,DT,december,NP,open,JJ,NULL,NULL,declined,VBD,by,IN,5
of,IN,NULL,NULL,high,JJ,rates,NNS,NULL,NULL,and,CC,6
largely,RB,from,IN,NULL,NULL,income,NN,NULL,NULL,associated,VBN,6
NULL,NULL,its,'PP\S',own,JJ,NULL,NULL,to,TO,protect,VB,4
in,IN,NULL,NULL,world,NN,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,on,IN,NULL,NULL,NULL,NULL,on,IN,NULL,NULL,6
NULL,NULL,NULL,NULL,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,harcourt,NP,'\'s',POS,bill,NN,NULL,NULL,by,IN,6
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,are,VBP,6
pursue,VB,NULL,NULL,other,JJ,NULL,NULL,X,X,NULL,NULL,3
earned,VBD,NULL,NULL,extra,JJ,NULL,NULL,by,IN,making,VBG,6
pay,VB,NULL,NULL,the,DT,NULL,NULL,on,IN,NULL,NULL,6
NULL,NULL,NULL,NULL,the,DT,NULL,NULL,NULL,NULL,they,PP,6
NULL,NULL,a,DT,lower,JJR,rate,NN,NULL,NULL,than,IN,6
has,VBZ,NULL,NULL,any,DT,NULL,NULL,in,IN,holding,VBG,1
stirring,VBG,NULL,NULL,further,JJ,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,the,DT,national,JJ,NULL,NULL,X,X,NULL,NULL,4
NULL,NULL,and,CC,NULL,NULL,income,NN,NULL,NULL,and,CC,6
NULL,NULL,NULL,NULL,some,DT,NULL,NULL,NULL,NULL,especially,RB,2
53X9,AB,NULL,NULL,working,VBG,NULL,NULL,and,CC,NULL,NULL,5
a,DT,10X02,AB,NULL,NULL,NULL,NULL,X,X,NULL,NULL,5
NULL,NULL,the,DT,remaining,JJ,NULL,NULL,are,VBP,divided,VBN,5
have,VBP,voiced,VBN,NULL,NULL,NULL,NULL,in,IN,acquiring,VBG,1
of,IN,NULL,NULL,my,'PP\S',NULL,NULL,NULL,NULL,NULL,NULL,1
or,CC,deny,VB,NULL,NULL,NULL,NULL,by,IN,NULL,NULL,1
NULL,NULL,and,CC,NULL,NULL,income,NN,NULL,NULL,NULL,NULL,6
NULL,NULL,allowing,VBG,NULL,NULL,rates,NNS,NULL,NULL,to,TO,6
NULL,NULL,at,IN,NULL,NULL,rates,NNS,NULL,NULL,below,IN,6
suggest,VBP,NULL,NULL,higher,JJR,rates,NNS,NULL,NULL,on,IN,6
offer,VBP,NULL,NULL,higher,JJR,rates,NNS,NULL,NULL,in,IN,6
with,IN,NULL,NULL,great,JJ,NULL,NULL,in,IN,NULL,NULL,1
with,IN,NULL,NULL,diverse,JJ,NULL,NULL,in,IN,NULL,NULL,5
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
bear,VB,NULL,NULL,annual,JJ,NULL,NULL,of,IN,NULL,NULL,6
their,'PP\S',country,NN,'\'s',POS,NULL,NULL,in,IN,NULL,NULL,4
pursue,VB,NULL,NULL,other,JJ,NULL,NULL,X,X,NULL,NULL,3
pursue,VB,NULL,NULL,personal,NP,NULL,NULL,in,IN,NULL,NULL,3
with,IN,NULL,NULL,current,JJ,bonds,NNS,due,JJ,NULL,NULL,6
to,TO,NULL,NULL,lower,JJR,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,has,VBZ,NULL,NULL,NULL,NULL,in,IN,manufacturing,NN,5
NULL,NULL,ta,NP,'\'s',POS,NULL,NULL,NULL,NULL,more,RBR,5
to,TO,push,VB,NULL,NULL,rates,NNS,NULL,NULL,higher,RBR,6
and,CC,NULL,NULL,minority,NN,NULL,NULL,NULL,NULL,or,CC,5
NULL,NULL,of,IN,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
and,CC,NULL,NULL,higher,JJR,expenses,NNS,NULL,NULL,NULL,NULL,6
and,CC,NULL,NULL,minority,NN,NULL,NULL,tumbled,VBD,by,IN,5
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,NULL,NULL,is,VBZ,4
NULL,NULL,the,DT,best,JJS,NULL,NULL,NULL,NULL,of,IN,4
NULL,NULL,a,DT,minority,NN,NULL,NULL,in,IN,NULL,NULL,5
its,'PP\S',NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
pursue,VB,NULL,NULL,other,JJ,NULL,NULL,NULL,NULL,probably,RB,3
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,RB,6
the,DT,nation,NN,'\'s',POS,NULL,NULL,or,CC,in,IN,4
one,AB,state,NN,'\'s',POS,NULL,NULL,to,TO,protect,VB,4
showed,VBD,renewed,JJ,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
NULL,NULL,said,VBD,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,1
stimulate,VB,NULL,NULL,additional,JJ,NULL,NULL,among,IN,NULL,NULL,1
of,IN,NULL,NULL,uXkX,NP,rates,NNS,NULL,NULL,and,CC,6
for,IN,NULL,NULL,an,DT,rate,NN,increase,NN,NULL,NULL,6
to,TO,raise,VB,NULL,NULL,rates,NNS,NULL,NULL,X,X,6
in,IN,NULL,NULL,german,JJ,rates,NNS,NULL,NULL,has,VBZ,6
about,IN,NULL,NULL,domestic,JJ,rates,NNS,NULL,NULL,and,CC,6
the,DT,NULL,NULL,NULL,NULL,NULL,NULL,owned,VBN,by,IN,5
'\'s',VBZ,of,IN,NULL,NULL,NULL,NULL,to,TO,NULL,NULL,2
and,CC,NULL,NULL,their,'PP\S',NULL,NULL,in,IN,NULL,NULL,1
will,MD,boost,VB,NULL,NULL,rates,NNS,NULL,NULL,at,IN,6
shown,VBN,NULL,NULL,little,JJ,NULL,NULL,in,IN,NULL,NULL,1
of,IN,NULL,NULL,certain,JJ,payments,NNS,NULL,NULL,or,CC,6
system,NN,'\'s',POS,main,JJ,NULL,NULL,is,VBZ,to,TO,3
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,its,'PP\S',key,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
NULL,NULL,before,IN,NULL,NULL,NULL,NULL,during,IN,NULL,NULL,6
plus,CC,accrued,VBN,NULL,NULL,NULL,NULL,X,X,NULL,NULL,6
taxes,NNS,NULL,NULL,the,DT,NULL,NULL,on,IN,NULL,NULL,6
in,IN,NULL,NULL,the,DT,NULL,NULL,of,IN,NULL,NULL,4
in,IN,NULL,NULL,the,DT,NULL,NULL,of,IN,NULL,NULL,4
fully,RB,diluted,JJ,NULL,NULL,NULL,NULL,fell,VBD,to,TO,5
83X8,AB,NULL,NULL,indirect,JJ,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,bears,VBZ,NULL,NULL,NULL,NULL,at,IN,NULL,NULL,6
NULL,NULL,the,DT,best,JJS,NULL,NULL,of,IN,NULL,NULL,4
NULL,NULL,a,DT,shorter-term,JJR,NULL,NULL,NULL,NULL,selling,VBG,4
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,regarding,VBG,NULL,NULL,4
NULL,NULL,the,DT,average,JJ,rate,NN,NULL,NULL,rose,VBD,6
deduct,VB,NULL,NULL,the,DT,NULL,NULL,paid,VBN,on,IN,6
NULL,NULL,their,'PP\S',reported,JJ,NULL,NULL,and,CC,NULL,NULL,6
NULL,NULL,plus,CC,NULL,NULL,NULL,NULL,is,VBZ,finally,RB,6
and,CC,NULL,NULL,all,DT,NULL,NULL,NULL,NULL,will,MD,6
NULL,NULL,his,'PP\S',personal,JJ,NULL,NULL,X,X,NULL,NULL,4
customers,NNS,NULL,NULL,best,JJS,NULL,NULL,NULL,NULL,by,IN,4
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,X,X,NULL,NULL,5
NULL,NULL,west,JJ,german,JJ,rates,NNS,NULL,NULL,NULL,NULL,6
consider,VB,NULL,NULL,raising,VBG,rates,NNS,NULL,NULL,until,IN,6
advocated,VBN,NULL,NULL,raising,VBG,rates,NNS,NULL,NULL,in,IN,6
NULL,NULL,NULL,NULL,domestic,JJ,rates,NNS,NULL,NULL,in,IN,6
NULL,NULL,1X6,AB,billion,AB,payment,NN,NULL,NULL,to,TO,6
NULL,NULL,foreign,JJ,annual,JJ,rates,NNS,NULL,NULL,below,RB,6
NULL,NULL,other,JJ,business,NN,NULL,NULL,X,X,NULL,NULL,3
NULL,NULL,other,JJ,business,NN,NULL,NULL,X,X,NULL,NULL,3
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,NULL,NULL,among,IN,4
NULL,NULL,but,CC,NULL,NULL,NULL,NULL,is,VBZ,rising,VBG,1
from,IN,NULL,NULL,buying,VBG,NULL,NULL,in,IN,NULL,NULL,1
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,and,CC,placing,VBG,5
pay,VB,NULL,NULL,higher,JJR,rates,NNS,NULL,NULL,than,IN,6
NULL,NULL,of,IN,NULL,NULL,NULL,NULL,from,IN,NULL,NULL,1
drive,VB,up,RP,NULL,NULL,rates,NNS,NULL,NULL,further,RB,6
NULL,NULL,long,JJ,current,JJ,term,NN,bonds,NNS,NULL,NULL,6
consider,VB,NULL,NULL,raising,VBG,rates,NNS,NULL,NULL,as,IN,6
NULL,NULL,drew,VBD,NULL,NULL,NULL,NULL,from,IN,NULL,NULL,1
over,IN,NULL,NULL,uXkX,NP,rate,NN,increases,NNS,NULL,NULL,6
of,IN,NULL,NULL,rising,VBG,rates,NNS,NULL,NULL,X,X,6
whether,IN,NULL,NULL,current,JJ,rates,NNS,NULL,NULL,are,VBP,6
the,DT,banks,NNS,NULL,NULL,margins,NNS,NULL,NULL,X,X,6
on,IN,NULL,NULL,lowering,VBG,rates,NNS,NULL,NULL,NULL,NULL,6
exploit,VB,NULL,NULL,local,JJ,NULL,NULL,to,TO,reach,VB,4
the,DT,same,JJ,economic,JJ,NULL,NULL,driving,VBG,NULL,NULL,3
'\'s',POS,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
and,CC,NULL,NULL,retailing,NN,NULL,NULL,NULL,NULL,including,VBG,5
NULL,NULL,NULL,NULL,short,JJ,NULL,NULL,rose,VBD,NULL,NULL,5
NULL,NULL,that,IN,NULL,NULL,rates,NNS,NULL,NULL,will,MD,6
its,'PP\S',43X7,AB,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,its,'PP\S',controlling,VBG,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,an,DT,NULL,NULL,that,IN,NULL,NULL,5
a,DT,NULL,NULL,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
the,DT,students,NNS,NULL,NULL,NULL,NULL,X,X,NULL,NULL,1
NULL,NULL,NULL,NULL,limited-partner,JJ,NULL,NULL,in,IN,NULL,NULL,5
and,CC,NULL,NULL,pipeline,NN,NULL,NULL,X,X,NULL,NULL,5
the,DT,government,NN,'\'s',POS,NULL,NULL,should,MD,be,VB,4
NULL,NULL,with,IN,NULL,NULL,NULL,NULL,in,IN,NULL,NULL,5
raise,VB,NULL,NULL,key,JJ,rates,NNS,NULL,NULL,X,X,6
NULL,NULL,higher,JJR,domestic,JJ,rates,NNS,NULL,NULL,usually,RB,6
NULL,NULL,of,IN,NULL,NULL,rates,NNS,NULL,NULL,NULL,NULL,6
on,IN,NULL,NULL,every,DT,payment,NN,date,NN,NULL,NULL,6
disclosed,VBN,NULL,NULL,its,'PP\S',NULL,NULL,in,IN,selling,VBG,1
NULL,NULL,retailing,VBG,NULL,NULL,NULL,NULL,to,TO,NULL,NULL,5
limited,VBD,NULL,NULL,partner,NN,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,short,JJ,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,otc,NP,short,JJ,NULL,NULL,posted,VBD,NULL,NULL,5
while,IN,NULL,NULL,short,JJ,NULL,NULL,rose,VBD,only,RB,5
NULL,NULL,otc,NP,short,JJ,NULL,NULL,in,IN,NULL,NULL,5
in,IN,NULL,NULL,short,JJ,NULL,NULL,on,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,short,JJ,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,short,JJ,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,its,'PP\S',short,JJ,jump,NN,NULL,NULL,NULL,NULL,5
NULL,NULL,NULL,NULL,short,JJ,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,short,JJ,NULL,NULL,is,VBZ,NULL,NULL,5
in,IN,NULL,NULL,short,JJ,NULL,NULL,indicates,VBZ,NULL,NULL,5
of,IN,NULL,NULL,short,JJ,NULL,NULL,as,IN,NULL,NULL,5
compiles,VBZ,NULL,NULL,short,JJ,data,NNS,NULL,NULL,in,IN,5
NULL,NULL,NULL,NULL,short,JJ,NULL,NULL,in,IN,NULL,NULL,5
NULL,NULL,NULL,NULL,short,JJ,NULL,NULL,totaled,VBD,nearly,RB,5
NULL,NULL,a,DT,short,JJ,position,NN,NULL,NULL,of,IN,5
NULL,NULL,no,DT,immediate,JJ,NULL,NULL,in,IN,buying,VBG,1
